Airlines Name,Departure Time,Arrival Time,Departure Location,Arrival Destination,Flight Duration,Direct FLight,Layover Time,Transit Location,Transit Airport,Price,Source Link,Scraped Website
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$752 ,Gurufare,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$752 ,Gurufare,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$729 ,eDreams,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$752 ,Gurufare,Booking.com
"Finnair, American Airlines ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$752 ,Gurufare,Booking.com
"Finnair, American Airlines ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$752 ,Gurufare,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$730 ,OneTravel,Booking.com
"Finnair, British Airways ",4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$729 ,eDreams,Booking.com
Finnair ,4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$730 ,OneTravel,Booking.com
American Airlines ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$762 ,Gurufare,Booking.com
British Airways ,4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$734 ,Gurufare,Booking.com
"Finnair, American Airlines ",7:50 ,1:45 ,HEL,JFK,12h 55m,False,1h 25m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, British Airways ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$746 ,American Airlines,Booking.com
Finnair ,4:00 ,10:05 ,HEL,EWR,13h 05m,False,1h 50m ,LHR,London Heathrow,$746 ,eDreams,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$752 ,Gurufare,Booking.com
British Airways ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$794 ,OneTravel,Booking.com
American Airlines ,7:50 ,1:45 ,HEL,JFK,12h 55m,False,1h 25m ,LHR,London Heathrow,$760 ,Priceline,Booking.com
American Airlines ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$716 ,Gurufare,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$743 ,eDreams,Booking.com
"Finnair, British Airways ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$746 ,American Airlines,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$746 ,American Airlines,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$743 ,eDreams,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$743 ,eDreams,Booking.com
"Finnair, British Airways ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$746 ,American Airlines,Booking.com
British Airways ,4:00 ,10:05 ,HEL,EWR,13h 05m,False,1h 50m ,LHR,London Heathrow,$766 ,Gurufare,Booking.com
Delta ,1:55 ,7:25 ,HEL,JFK,12h 30m,False,1h 40m ,AMS,Amsterdam Schiphol,$662 ,KLM,Booking.com
Finnair ,4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$734 ,Gurufare,Booking.com
Finnair ,2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$715 ,eDreams,Booking.com
"Finnair, British Airways ",2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$718 ,American Airlines,Booking.com
"Finnair, British Airways ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$746 ,American Airlines,Booking.com
"Finnair, British Airways ",4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$746 ,eDreams,Booking.com
Finnair ,4:00 ,10:05 ,HEL,EWR,13h 05m,False,1h 50m ,LHR,London Heathrow,$750 ,Iberia,Booking.com
"Finnair, British Airways ",4:00 ,10:05 ,HEL,EWR,13h 05m,False,1h 50m ,LHR,London Heathrow,$750 ,American Airlines,Booking.com
British Airways ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$854 ,eDreams,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$746 ,eDreams,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$716 ,American Airlines,Booking.com
"Finnair, British Airways ",4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$750 ,OneTravel,Booking.com
"Finnair, British Airways ",4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
Finnair ,4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, British Airways ",4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, British Airways ",4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, British Airways ",4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$750 ,OneTravel,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$750 ,Gurufare,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
Xfly ,9:10 ,1:35 ,HEL,EWR,11h 25m,False,1h 20m ,ARN,Stockholm Arlanda,$716 ,eDreams,Booking.com
British Airways ,2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$734 ,Gurufare,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$794 ,Gurufare,Booking.com
Finnair ,7:50 ,1:45 ,HEL,JFK,12h 55m,False,1h 25m ,LHR,London Heathrow,$760 ,American Airlines,Booking.com
British Airways ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$836 ,Finnair,Booking.com
"Finnair, British Airways ",7:50 ,2:25 ,HEL,JFK,13h 35m,False,2h 10m ,LHR,London Heathrow,$760 ,American Airlines,Booking.com
Xfly ,9:10 ,1:35 ,HEL,EWR,11h 25m,False,1h 20m ,ARN,Stockholm Arlanda,$696 ,eDreams,Booking.com
Finnair ,7:50 ,2:25 ,HEL,JFK,13h 35m,False,2h 10m ,LHR,London Heathrow,$766 ,Gurufare,Booking.com
"Finnair, American Airlines ",7:35 ,2:30 ,HEL,JFK,13h 55m,False,1h 40m ,CDG,Paris Charles de Gaulle,$721 ,Gurufare,Booking.com
"Finnair, American Airlines ",7:35 ,2:30 ,HEL,JFK,13h 55m,False,1h 40m ,CDG,Paris Charles de Gaulle,$721 ,Gurufare,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$744 ,Gurufare,Booking.com
Finnair ,2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$718 ,Iberia,Booking.com
"Finnair, American Airlines ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$832 ,eDreams,Booking.com
"Finnair, British Airways ",4:00 ,10:05 ,HEL,EWR,13h 05m,False,1h 50m ,LHR,London Heathrow,$782 ,Gurufare,Booking.com
Finnair ,4:00 ,10:05 ,HEL,EWR,13h 05m,False,1h 50m ,LHR,London Heathrow,$782 ,Gurufare,Booking.com
"Finnair, American Airlines ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$756 ,Gurufare,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$750 ,Gurufare,Booking.com
Finnair ,2:00 ,10:10 ,HEL,JFK,15h 10m,False,3h 45m ,LHR,London Heathrow,$715 ,eDreams,Booking.com
"Finnair, American Airlines ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$748 ,Gurufare,Booking.com
"Finnair, American Airlines ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$748 ,Gurufare,Booking.com
Finnair ,2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$730 ,OneTravel,Booking.com
"Finnair, American Airlines ",7:35 ,2:30 ,HEL,JFK,13h 55m,False,1h 40m ,CDG,Paris Charles de Gaulle,$741 ,Gurufare,Booking.com
"Finnair, American Airlines ",7:35 ,2:30 ,HEL,JFK,13h 55m,False,1h 40m ,CDG,Paris Charles de Gaulle,$741 ,Gurufare,Booking.com
"Finnair, American Airlines ",7:35 ,2:30 ,HEL,JFK,13h 55m,False,1h 40m ,CDG,Paris Charles de Gaulle,$741 ,Gurufare,Booking.com
Finnair ,7:50 ,2:00 ,HEL,EWR,13h 10m,False,1h 35m ,LHR,London Heathrow,$808 ,Gurufare,Booking.com
"KLM Cityhopper, Air France ",6:30 ,2:40 ,HEL,EWR,15h 10m,False,3h 25m ,CDG,Paris Charles de Gaulle,$616 ,Delta,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$750 ,Gurufare,Booking.com
"KLM Cityhopper, Air France ",6:30 ,12:55 ,HEL,JFK,13h 25m,False,1h 35m ,CDG,Paris Charles de Gaulle,$704 ,Delta,Booking.com
British Airways ,2:00 ,10:10 ,HEL,JFK,15h 10m,False,3h 45m ,LHR,London Heathrow,$734 ,Gurufare,Booking.com
"KLM Cityhopper, Delta ",6:30 ,12:55 ,HEL,JFK,13h 25m,False,1h 35m ,CDG,Paris Charles de Gaulle,$708 ,KLM,Booking.com
"Finnair, British Airways ",2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$750 ,OneTravel,Booking.com
"Finnair, British Airways ",2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
Finnair ,2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"Finnair, British Airways ",2:00 ,9:15 ,HEL,JFK,14h 15m,False,2h 45m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
American Airlines ,7:35 ,2:30 ,HEL,JFK,13h 55m,False,1h 40m ,CDG,Paris Charles de Gaulle,$757 ,Gurufare,Booking.com
"Finnair, American Airlines ",7:35 ,2:30 ,HEL,JFK,13h 55m,False,1h 40m ,CDG,Paris Charles de Gaulle,$757 ,Gurufare,Booking.com
Finnair ,2:00 ,10:05 ,HEL,EWR,15h 05m,False,3h 35m ,LHR,London Heathrow,$746 ,eDreams,Booking.com
Finnair ,2:00 ,10:10 ,HEL,JFK,15h 10m,False,3h 45m ,LHR,London Heathrow,$718 ,Iberia,Booking.com
"Finnair, British Airways ",2:00 ,10:10 ,HEL,JFK,15h 10m,False,3h 45m ,LHR,London Heathrow,$718 ,American Airlines,Booking.com
Nordic Reg For Finnair ,2:00 ,6:00 ,HEL,JFK,11h 00m,False,55m ,KEF,Reykjavik Keflavik Intl,$739 ,mytrip.com,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$744 ,Gurufare,Booking.com
"KLM Cityhopper, Delta ",6:30 ,2:20 ,HEL,JFK,14h 50m,False,2h 35m ,CDG,Paris Charles de Gaulle,$660 ,KLM,Booking.com
"Air France, KLM ",6:30 ,2:40 ,HEL,EWR,15h 10m,False,3h 25m ,CDG,Paris Charles de Gaulle,$616 ,Delta,Booking.com
British Airways ,2:00 ,10:05 ,HEL,EWR,15h 05m,False,3h 35m ,LHR,London Heathrow,$766 ,Gurufare,Booking.com
"Air France, KLM ",6:30 ,12:55 ,HEL,JFK,13h 25m,False,1h 35m ,CDG,Paris Charles de Gaulle,$704 ,Delta,Booking.com
Nordic Reg For Finnair ,2:00 ,6:20 ,HEL,EWR,11h 20m,False,1h 05m ,KEF,Reykjavik Keflavik Intl,$739 ,mytrip.com,Booking.com
Finnair ,2:00 ,10:10 ,HEL,JFK,15h 10m,False,3h 45m ,LHR,London Heathrow,$734 ,Gurufare,Booking.com
"KLM Cityhopper, KLM ",7:00 ,2:20 ,HEL,JFK,14h 20m,False,2h 55m ,AMS,Amsterdam Schiphol,$696 ,Delta,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$752 ,Gurufare,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$760 ,American Airlines,Booking.com
Delta ,6:30 ,12:55 ,HEL,JFK,13h 25m,False,1h 35m ,CDG,Paris Charles de Gaulle,$708 ,KLM,Booking.com
Norra ,2:00 ,6:00 ,HEL,JFK,11h 00m,False,55m ,KEF,Reykjavik Keflavik Intl,$735 ,mytrip.com,Booking.com
"KLM Cityhopper, Delta ",7:00 ,2:20 ,HEL,JFK,14h 20m,False,2h 55m ,AMS,Amsterdam Schiphol,$699 ,KLM,Booking.com
United Airlines ,2:00 ,8:30 ,HEL,EWR,13h 30m,False,1h 25m ,FRA,Frankfurt am Main,$734 ,Kiwi.com,Booking.com
KLM ,1:55 ,7:25 ,HEL,JFK,12h 30m,False,1h 40m ,AMS,Amsterdam Schiphol,$659 ,Delta,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$751 ,American Airlines,Booking.com
Delta ,1:55 ,7:25 ,HEL,JFK,12h 30m,False,1h 40m ,AMS,Amsterdam Schiphol,$662 ,KLM,Booking.com
Finnair ,2:00 ,10:05 ,HEL,EWR,15h 05m,False,3h 35m ,LHR,London Heathrow,$750 ,Iberia,Booking.com
"Finnair, British Airways ",2:00 ,10:05 ,HEL,EWR,15h 05m,False,3h 35m ,LHR,London Heathrow,$750 ,American Airlines,Booking.com
"Finnair, British Airways ",2:00 ,10:10 ,HEL,JFK,15h 10m,False,3h 45m ,LHR,London Heathrow,$750 ,Gurufare,Booking.com
"KLM Cityhopper, Air France ",6:30 ,4:10 ,HEL,JFK,16h 40m,False,4h 35m ,CDG,Paris Charles de Gaulle,$602 ,Delta,Booking.com
Norra ,2:00 ,6:20 ,HEL,EWR,11h 20m,False,1h 05m ,KEF,Reykjavik Keflavik Intl,$735 ,mytrip.com,Booking.com
Delta ,6:30 ,2:20 ,HEL,JFK,14h 50m,False,2h 35m ,CDG,Paris Charles de Gaulle,$660 ,KLM,Booking.com
"Finnair, Republic Airways AS American Eagle ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$713 ,American Airlines,Booking.com
"Finnair, British Airways ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$746 ,American Airlines,Booking.com
Finnair ,2:00 ,6:00 ,HEL,JFK,11h 00m,False,55m ,KEF,Reykjavik Keflavik Intl,$762 ,mytrip.com,Booking.com
"Finnair, British Airways ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$782 ,American Airlines,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$772 ,Gurufare,Booking.com
Finnair ,4:00 ,10:10 ,HEL,JFK,13h 10m,False,2h ,LHR,London Heathrow,$788 ,Gurufare,Booking.com
Delta ,7:00 ,2:20 ,HEL,JFK,14h 20m,False,2h 55m ,AMS,Amsterdam Schiphol,$699 ,KLM,Booking.com
"KLM, Air France ",1:55 ,7:25 ,HEL,JFK,12h 30m,False,1h 40m ,AMS,Amsterdam Schiphol,$652 ,Delta,Booking.com
"Finnair, American Airlines ",2:00 ,8:10 ,HEL,JFK,13h 10m,False,1h 50m ,LHR,London Heathrow,$788 ,Gurufare,Booking.com
United Airlines ,7:05 ,2:00 ,HEL,EWR,13h 55m,False,2h 10m ,FRA,Frankfurt am Main,$736 ,eDreams,Booking.com
Finnair ,2:00 ,6:20 ,HEL,EWR,11h 20m,False,1h 05m ,KEF,Reykjavik Keflavik Intl,$762 ,mytrip.com,Booking.com
Finnair ,4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$746 ,American Airlines,Booking.com
"Finnair, British Airways ",4:55 ,6:55 ,HEL,JFK,9h 00m,True,,,,$746 ,American Airlines,Booking.com
